NO. NOTA;TANGGAL;KODE BARANG;NAMA; QTY 
786-2505-00066;17-May-25;27973807240001;GD Mika Kembang Monochrome CW 2 WARNA;20
786-2505-00066;17-May-25;27999108230001;GD Prima Kembang Monochrome Cabut Warna;25
786-2505-00066;17-May-25;23284507890001;GD Serumpun Monochrome Royale Motif;15
786-2505-00067;17-May-25;27977707530001;GD Asia Nusantara Duplex Classic;120
786-2505-00067;17-May-25;86300007860001;GD 5000 Exclusive Monochrome -;1
786-2505-00068;17-May-25;27977707530001;GD Asia Nusantara Duplex Classic;435
786-2505-00068;17-May-25;27979707530001;GD Asia Nusantara Duplex Deep Black Tanpa Tumpal;50
786-2505-00068;17-May-25;27978907540001;GD Asia Nusantara Kembang Celebes;10
786-2505-0K001;17-May-25;98384007430001;GD Sarung Tradisi Luxury Diamond SGE/F;0.2
786-2505-0K001;17-May-25;98383407430001;GD Sarung Tradisi Luxury Emerald SGS;0.15
786-2505-0K001;17-May-25;98383607430001;GD Sarung Tradisi Prestige Diamond MGT SUTRA;0.15
786-2505-0K001;17-May-25;98383707430001;GD Sarung Tradisi Prestige Emerald SGI;0.15
786-2505-0K001;17-May-25;98383807430001;GD Sarung Tradisi Elegant Diamond MGS;0.15
786-2505-0K001;17-May-25;98383907430001;GD Sarung Tradisi Elegant Emerald MGT;0.15
786-2505-0K002;17-May-25;98383007430001;GD Sarung Tradisi Luxury Diamond MPM;0.25
786-2505-0K002;17-May-25;98383607430001;GD Sarung Tradisi Prestige Diamond MGT SUTRA;0.1
786-2505-0K002;17-May-25;98383707430001;GD Sarung Tradisi Prestige Emerald SGI;0.2
786-2505-0K002;17-May-25;98383807430001;GD Sarung Tradisi Elegant Diamond MGS;0.3
786-2505-0K002;17-May-25;98383907430001;GD Sarung Tradisi Elegant Emerald MGT;0.15
786-2505-0K003;17-May-25;98384007430001;GD Sarung Tradisi Luxury Diamond SGE/F;0.2
786-2505-0K003;17-May-25;98383407430001;GD Sarung Tradisi Luxury Emerald SGS;0.2
786-2505-0K003;17-May-25;98383607430001;GD Sarung Tradisi Prestige Diamond MGT SUTRA;0.25
786-2505-0K003;17-May-25;98383707430001;GD Sarung Tradisi Prestige Emerald SGI;0.15
786-2505-0K003;17-May-25;98383807430001;GD Sarung Tradisi Elegant Diamond MGS;0.4
786-2505-0K003;17-May-25;98383907430001;GD Sarung Tradisi Elegant Emerald MGT;0.25
786-2505-00069;19-May-25;27977707540001;GD Asia Nusantara Kembang Classic;140
786-2505-00069;19-May-25;27978507540001;GD Asia Nusantara Kembang Bugis;60
786-2505-00069;19-May-25;27972507540001;GD Asia Nusantara Kembang Black Series;30
786-2505-00069;19-May-25;27979407530001;GD Asia Nusantara Duplex Deep Black Tumpal;25
786-2505-00069;19-May-25;279160707530001;GD Asia Nusantara Duplex Cakrawala Mas;40
786-2505-00069;19-May-25;279160807530001;GD Asia Nusantara Duplex Madras Deli;60
786-2505-00069;19-May-25;23200007230001;GD Ambarout Kembang Monochrome -;30
786-2505-00069;19-May-25;279161007530001;GD Asia Nusantara Duplex Kembang Catur;55
786-2505-00069;19-May-25;279135907530001;GD Asia Nusantara Duplex Etnic;10
786-2505-00070;19-May-25;27977707540001;GD Asia Nusantara Kembang Classic;240
786-2505-00070;19-May-25;27978507540001;GD Asia Nusantara Kembang Bugis;85
786-2505-00070;19-May-25;27979707530001;GD Asia Nusantara Duplex Deep Black Tanpa Tumpal;95
786-2505-00070;19-May-25;27972507540001;GD Asia Nusantara Kembang Black Series;30
786-2505-00070;19-May-25;27979407530001;GD Asia Nusantara Duplex Deep Black Tumpal;15
786-2505-00070;19-May-25;279160707530001;GD Asia Nusantara Duplex Cakrawala Mas;30
786-2505-00071;19-May-25;27979700530001;GD Mika Zipper Deep Black Tanpa Tumpal;125
786-2505-00071;19-May-25;27900007840001;GD 4000 Spesial Monochrome -;5
786-2505-00071;19-May-25;86300007860001;GD 5000 Exclusive Monochrome -;15
786-2505-00072;19-May-25;27979700530001;GD Mika Zipper Deep Black Tanpa Tumpal;85
786-2505-00072;19-May-25;27900500530001;GD Mika Zipper Bitingan Besar;10
786-2505-00072;19-May-25;27984808010001;GD Royal Sulam Bordir;35
786-2505-00073;19-May-25;27977707540001;GD Asia Nusantara Kembang Classic;155
786-2505-00073;19-May-25;27972507540001;GD Asia Nusantara Kembang Black Series;100
786-2505-00073;19-May-25;27978907540001;GD Asia Nusantara Kembang Celebes;110
786-2505-00073;19-May-25;279150807540001;GD Asia Nusantara Kembang Minang;50
786-2505-00073;19-May-25;27979407530001;GD Asia Nusantara Duplex Deep Black Tumpal;20
786-2505-00073;19-May-25;27979707530001;GD Asia Nusantara Duplex Deep Black Tanpa Tumpal;10
786-2505-00073;19-May-25;27972507930001;GD Junior Kembang Monochrome Black Series;15
786-2505-00073;19-May-25;279161007530001;GD Asia Nusantara Duplex Kembang Catur;35
786-2505-00074;19-May-25;279160807530001;GD Asia Nusantara Duplex Madras Deli;40
786-2505-00074;19-May-25;27972507540001;GD Asia Nusantara Kembang Black Series;100
786-2505-00074;19-May-25;27979407530001;GD Asia Nusantara Duplex Deep Black Tumpal;15
786-2505-00074;19-May-25;27977702840001;GD Asia Dp Classic;20
786-2505-00074;19-May-25;279160707530001;GD Asia Nusantara Duplex Cakrawala Mas;5
786-2505-00074;19-May-25;27923207140001;GD 4MOTIF BLACK & WHITE Black & White;205
786-2505-00075;20-May-25;27923207140001;GD 4MOTIF BLACK & WHITE Black & White;70
786-2505-00075;20-May-25;27981807150001;GD 4MOTIF MULTICOLOUR Diamond Black Series;35
786-2505-00075;20-May-25;27901007530001;GD Asia Nusantara Duplex Donggala;60
786-2505-00075;20-May-25;27978207540001;GD Asia Nusantara Kembang Padang;115
786-2505-00075;20-May-25;279160407530001;GD Asia Nusantara Duplex Sumbu Mas;50
786-2505-00075;20-May-25;23284507890001;GD Serumpun Monochrome Royale Motif;10
786-2505-00075;20-May-25;91500007990001;Manara Kuala Lumpur Monochrome -;35
786-2505-00075;20-May-25;27979700530001;GD Mika Zipper Deep Black Tanpa Tumpal;15
786-2505-00075;20-May-25;94802900530001;GD Mika Zipper Padi;10
786-2505-00075;20-May-25;27984808010001;GD Royal Sulam Bordir;7.5
786-2505-00076;20-May-25;27973807240001;GD Mika Kembang Monochrome CW 2 WARNA;100
786-2505-00076;20-May-25;27979707210001;GD Mika Dp Monochrome Deep Black Tanpa Tumpal;20
786-2505-00076;20-May-25;27979408150001;New Asia Merah Putih Deep Black Tumpal;5
786-2505-00076;20-May-25;27999108230001;GD Prima Kembang Monochrome Cabut Warna;80
786-2505-00076;20-May-25;84200001600001;GD Maestro -;57.5
786-2505-00076;20-May-25;94500007970001;GD Piur Monochrome -;20
786-2505-00076;20-May-25;279132207150001;GD 4MOTIF MULTICOLOUR MULTY COLOUR;15
786-2505-00076;20-May-25;279160707530001;GD Asia Nusantara Duplex Cakrawala Mas;5
786-2505-00077;20-May-25;27978507540001;GD Asia Nusantara Kembang Bugis;50
786-2505-00077;20-May-25;27977702840001;GD Asia Dp Classic;140
786-2505-00077;20-May-25;27977707540001;GD Asia Nusantara Kembang Classic;305
786-2505-00078;20-May-25;27981807150001;GD 4MOTIF MULTICOLOUR Diamond Black Series;75
786-2505-00078;20-May-25;27973807240001;GD Mika Kembang Monochrome CW 2 WARNA;40
786-2505-00078;20-May-25;84200001600001;GD Maestro -;0.75
786-2505-00079;21-May-25;279160707530001;GD Asia Nusantara Duplex Cakrawala Mas;15
786-2505-00079;21-May-25;27972507540001;GD Asia Nusantara Kembang Black Series;70
786-2505-00079;21-May-25;27977707530001;GD Asia Nusantara Duplex Classic;70
786-2505-00079;21-May-25;27978507540001;GD Asia Nusantara Kembang Bugis;130
786-2505-00079;21-May-25;27977702840001;GD Asia Dp Classic;30
786-2505-00079;21-May-25;279150807540001;GD Asia Nusantara Kembang Minang;90
786-2505-00079;21-May-25;27977707540001;GD Asia Nusantara Kembang Classic;25
786-2505-00079;21-May-25;27978404650001;GD Asia Kembang Atjeh;20
786-2505-00080;21-May-25;27923207140001;GD 4MOTIF BLACK & WHITE Black & White;120
786-2505-00080;21-May-25;13100702030001;GD Siqnature Campur;42.5
786-2505-00080;21-May-25;23284507890001;GD Serumpun Monochrome Royale Motif;35
786-2505-00080;21-May-25;27979700530001;GD Mika Zipper Deep Black Tanpa Tumpal;20
786-2505-00080;21-May-25;94802900530001;GD Mika Zipper Padi;20
786-2505-00080;21-May-25;84200001600001;GD Maestro -;42.5
786-2505-00080;21-May-25;27900007920001;GD Sakura Monochrome -;30
786-2505-00080;21-May-25;27979407530001;GD Asia Nusantara Duplex Deep Black Tumpal;10
786-2505-00081;21-May-25;27977702840001;GD Asia Dp Classic;80
786-2505-00081;21-May-25;27972507540001;GD Asia Nusantara Kembang Black Series;40
786-2505-00081;21-May-25;27978207540001;GD Asia Nusantara Kembang Padang;15
786-2505-00081;21-May-25;27904207540001;GD Asia Nusantara Kembang Samarinda;10
786-2505-00081;21-May-25;27979407530001;GD Asia Nusantara Duplex Deep Black Tumpal;10
786-2505-00081;21-May-25;279150807540001;GD Asia Nusantara Kembang Minang;5
786-2505-00083;22-May-25;27978408120001;GD Asia Nusantara Kembang Atjeh Atjeh;90
786-2505-00083;22-May-25;27972504650001;GD Asia Kembang Black Series;30
786-2505-00083;22-May-25;27978907540001;GD Asia Nusantara Kembang Celebes;105
786-2505-00083;22-May-25;27972507540001;GD Asia Nusantara Kembang Black Series;20
786-2505-00083;22-May-25;27980008110001;GD Asia Nusantara Kembang Batik Batik;110
786-2505-00083;22-May-25;27977707540001;GD Asia Nusantara Kembang Classic;140
786-2505-00084;22-May-25;27999108230001;GD Prima Kembang Monochrome Cabut Warna;20
786-2505-00084;22-May-25;27973807240001;GD Mika Kembang Monochrome CW 2 WARNA;50
786-2505-00084;22-May-25;13100702030001;GD Siqnature Campur;22.5
786-2505-00084;22-May-25;91400008080001;GD Ultimate Premium Silky Monochrome -;10
786-2505-00086;22-May-25;27900007920001;GD Sakura Monochrome -;15
786-2505-00086;22-May-25;27923207140001;GD 4MOTIF BLACK & WHITE Black & White;110
786-2505-00086;22-May-25;27977707540001;GD Asia Nusantara Kembang Classic;60
786-2505-00086;22-May-25;27981807150001;GD 4MOTIF MULTICOLOUR Diamond Black Series;15
786-2505-00086;22-May-25;27972507540001;GD Asia Nusantara Kembang Black Series;25
786-2505-00086;22-May-25;27980008110001;GD Asia Nusantara Kembang Batik Batik;70
786-2505-00086;22-May-25;27978507540001;GD Asia Nusantara Kembang Bugis;45
786-2505-00086;22-May-25;27978408120001;GD Asia Nusantara Kembang Atjeh Atjeh;70
786-2505-00085;22-May-25;23200707660001;Gajah Duduk Ragam Motif Monochrome Campur;50
786-2505-00082;22-May-25;27901007530001;GD Asia Nusantara Duplex Donggala;25
786-2505-00082;22-May-25;27977707540001;GD Asia Nusantara Kembang Classic;35
786-2505-00082;22-May-25;27972507540001;GD Asia Nusantara Kembang Black Series;15
786-2505-00082;22-May-25;27978408120001;GD Asia Nusantara Kembang Atjeh Atjeh;100
786-2505-00082;22-May-25;279160807530001;GD Asia Nusantara Duplex Madras Deli;45
786-2505-00082;22-May-25;27978507540001;GD Asia Nusantara Kembang Bugis;100
786-2505-00082;22-May-25;27977707530001;GD Asia Nusantara Duplex Classic;95
786-2505-00082;22-May-25;279161007530001;GD Asia Nusantara Duplex Kembang Catur;35
786-2505-0K004;22-May-25;93900008167001;Ihram Exclusive Silver -;20
786-2505-00087;23-May-25;27977707540001;GD Asia Nusantara Kembang Classic;185
786-2505-00087;23-May-25;27977706540001;GD Kembang Classic;20
786-2505-00087;23-May-25;27978408120001;GD Asia Nusantara Kembang Atjeh Atjeh;40
786-2505-00087;23-May-25;27978404650001;GD Asia Kembang Atjeh;20
786-2505-00087;23-May-25;27980008110001;GD Asia Nusantara Kembang Batik Batik;20
786-2505-00087;23-May-25;27977702840001;GD Asia Dp Classic;5
786-2505-00087;23-May-25;27977707530001;GD Asia Nusantara Duplex Classic;35
786-2505-00087;23-May-25;279135907530001;GD Asia Nusantara Duplex Etnic;50
786-2505-00087;23-May-25;27978207540001;GD Asia Nusantara Kembang Padang;15
786-2505-00087;23-May-25;27979407530001;GD Asia Nusantara Duplex Deep Black Tumpal;15
786-2505-00087;23-May-25;13100702030001;GD Siqnature Campur;42.5
786-2505-00088;23-May-25;23280400520001;GD Mika Hanger Hitam Polos Tanpa Tumpal;10
786-2505-00088;23-May-25;23200300520001;GD Mika Hanger Atl;120
786-2505-00088;23-May-25;00479700520001;GD Mika Hanger Deep Black Tanpa Tumpal;40
786-2505-00088;23-May-25;00400304230001;Pelopor Mika Atl;90
786-2505-00088;23-May-25;86300007860001;GD 5000 Exclusive Monochrome -;22.5
786-2505-00088;23-May-25;279122707030001;GD ASIA POLOS TUMPAL KEMBANG Tumpal Kembang;80
786-2505-00088;23-May-25;27979707530001;GD Asia Nusantara Duplex Deep Black Tanpa Tumpal;25
786-2505-00088;23-May-25;27977702840001;GD Asia Dp Classic;70
786-2505-00088;23-May-25;27977707540001;GD Asia Nusantara Kembang Classic;20
786-2505-00089;23-May-25;27977707540001;GD Asia Nusantara Kembang Classic;195
786-2505-00089;23-May-25;279135907530001;GD Asia Nusantara Duplex Etnic;150
786-2505-00089;23-May-25;27972507540001;GD Asia Nusantara Kembang Black Series;25
786-2505-00089;23-May-25;27977706540001;GD Kembang Classic;35
786-2505-00089;23-May-25;00400304230001;Pelopor Mika Atl;10
786-2505-00089;23-May-25;13100702030001;GD Siqnature Campur;10
786-2505-00089;23-May-25;23200007230001;GD Ambarout Kembang Monochrome -;25
786-2505-00089;23-May-25;00400302850001;Pelopor Dp Atl;20
786-2505-00090;24-May-25;27900500530001;GD Mika Zipper Bitingan Besar;75
786-2505-00090;24-May-25;27902900530001;GD Mika Zipper Padi;70
786-2505-00090;24-May-25;27972504650001;GD Asia Kembang Black Series;20
786-2505-00090;24-May-25;27972507030001;GD ASIA POLOS TUMPAL KEMBANG Black Series;10
786-2505-00090;24-May-25;27979407530001;GD Asia Nusantara Duplex Deep Black Tumpal;5
786-2505-00090;24-May-25;27972507540001;GD Asia Nusantara Kembang Black Series;70
786-2505-00090;24-May-25;27977707540001;GD Asia Nusantara Kembang Classic;170
786-2505-00090;24-May-25;23200300520001;GD Mika Hanger Atl;70
786-2505-00090;24-May-25;00479400520001;GD Mika Hanger Deep Black Tumpal;30
786-2505-00091;24-May-25;27977707540001;GD Asia Nusantara Kembang Classic;225
786-2505-00091;24-May-25;27972504650001;GD Asia Kembang Black Series;145
786-2505-00091;24-May-25;00479700520001;GD Mika Hanger Deep Black Tanpa Tumpal;30
786-2505-00091;24-May-25;00479400520001;GD Mika Hanger Deep Black Tumpal;20
786-2505-00091;24-May-25;23200300520001;GD Mika Hanger Atl;10
786-2505-00091;24-May-25;279160707530001;GD Asia Nusantara Duplex Cakrawala Mas;10
786-2505-00092;26-May-25;27902107530001;GD Asia Nusantara Duplex Manggis;60
786-2505-00092;26-May-25;27979502840001;GD Asia Dp Pure White Tumpal;30
786-2505-00092;26-May-25;23200007230001;GD Ambarout Kembang Monochrome -;20
786-2505-00092;26-May-25;27901007530001;GD Asia Nusantara Duplex Donggala;50
786-2505-00093;26-May-25;27902107530001;GD Asia Nusantara Duplex Manggis;50
786-2505-00093;26-May-25;279160807530001;GD Asia Nusantara Duplex Madras Deli;10
786-2505-00093;26-May-25;27977707530001;GD Asia Nusantara Duplex Classic;140
786-2505-00093;26-May-25;27977707540001;GD Asia Nusantara Kembang Classic;285
786-2505-00093;26-May-25;00479400520001;GD Mika Hanger Deep Black Tumpal;10
786-2505-00094;26-May-25;23200007230001;GD Ambarout Kembang Monochrome -;160
786-2505-00094;26-May-25;27972504650001;GD Asia Kembang Black Series;150
786-2505-00094;26-May-25;27977704650002;GD Asia Kembang (Non Box) Classic;105
786-2505-00094;26-May-25;27980008110001;GD Asia Nusantara Kembang Batik Batik;70
786-2505-00095;26-May-25;27979502840001;GD Asia Dp Pure White Tumpal;20
786-2505-00095;26-May-25;27902107530001;GD Asia Nusantara Duplex Manggis;100
786-2505-00095;26-May-25;27972504650001;GD Asia Kembang Black Series;140
786-2505-00095;26-May-25;27980008110001;GD Asia Nusantara Kembang Batik Batik;5
786-2505-00095;26-May-25;27978408120001;GD Asia Nusantara Kembang Atjeh Atjeh;80
786-2505-00095;26-May-25;27972507540001;GD Asia Nusantara Kembang Black Series;135
786-2505-00095;26-May-25;279150807540001;GD Asia Nusantara Kembang Minang;10
786-2505-00095;26-May-25;279160807530001;GD Asia Nusantara Duplex Madras Deli;5
786-2505-00096;26-May-25;27977707540001;GD Asia Nusantara Kembang Classic;160
786-2505-0K005;26-May-25;98383407430001;GD Sarung Tradisi Luxury Emerald SGS;0.05
786-2505-0K005;26-May-25;98383607430001;GD Sarung Tradisi Prestige Diamond MGT SUTRA;0.05
786-2505-0K005;26-May-25;98383707430001;GD Sarung Tradisi Prestige Emerald SGI;0.25
786-2505-0K005;26-May-25;98383807430001;GD Sarung Tradisi Elegant Diamond MGS;0.2
786-2505-0K005;26-May-25;98383907430001;GD Sarung Tradisi Elegant Emerald MGT;0.2
786-2505-00097;26-May-25;94800500530001;GD Mika Zipper Bitingan Besar;35
786-2505-00097;26-May-25;13100702030001;GD Siqnature Campur;180
786-2505-00098;26-May-25;13100702030001;GD Siqnature Campur;65
786-2505-00098;26-May-25;86300007860001;GD 5000 Exclusive Monochrome -;10
786-2505-0K006;26-May-25;98383007430001;GD Sarung Tradisi Luxury Diamond MPM;0.25
786-2505-0K006;26-May-25;98383407430001;GD Sarung Tradisi Luxury Emerald SGS;0.05
786-2505-0K006;26-May-25;98383607430001;GD Sarung Tradisi Prestige Diamond MGT SUTRA;0.2
786-2505-0K006;26-May-25;98383707430001;GD Sarung Tradisi Prestige Emerald SGI;0.2
786-2505-0K006;26-May-25;98383807430001;GD Sarung Tradisi Elegant Diamond MGS;0.15
786-2505-0K006;26-May-25;98383907430001;GD Sarung Tradisi Elegant Emerald MGT;0.05
786-2505-0K007;26-May-25;98384007430001;GD Sarung Tradisi Luxury Diamond SGE/F;0.25
786-2505-0K007;26-May-25;98383307430001;GD Sarung Tradisi Luxury Emerald SGT;0.1
786-2505-0K007;26-May-25;98383707430001;GD Sarung Tradisi Prestige Emerald SGI;0.05
786-2505-0K007;26-May-25;98383807430001;GD Sarung Tradisi Elegant Diamond MGS;0.15
786-2505-0K007;26-May-25;98383907430001;GD Sarung Tradisi Elegant Emerald MGT;0.2
786-2505-00099;27-May-25;27977707540001;GD Asia Nusantara Kembang Classic;435
786-2505-00099;27-May-25;279160707530001;GD Asia Nusantara Duplex Cakrawala Mas;30
786-2505-00099;27-May-25;27972507540001;GD Asia Nusantara Kembang Black Series;30
786-2505-00100;27-May-25;27923207140001;GD 4MOTIF BLACK & WHITE Black & White;235
786-2505-00100;27-May-25;279132207150001;GD 4MOTIF MULTICOLOUR MULTY COLOUR;75
786-2505-00100;27-May-25;23284507890001;GD Serumpun Monochrome Royale Motif;32.5
786-2505-00101;27-May-25;279135907530001;GD Asia Nusantara Duplex Etnic;160
786-2505-00102;27-May-25;27977707540001;GD Asia Nusantara Kembang Classic;285
786-2505-00102;27-May-25;27972504650001;GD Asia Kembang Black Series;35
786-2505-00102;27-May-25;27980008110001;GD Asia Nusantara Kembang Batik Batik;20
786-2505-00102;27-May-25;279135907530001;GD Asia Nusantara Duplex Etnic;145
786-2505-00102;27-May-25;27977702840001;GD Asia Dp Classic;10
786-2505-00103;27-May-25;23284507890001;GD Serumpun Monochrome Royale Motif;7.5
786-2505-00103;27-May-25;91500007990001;Manara Kuala Lumpur Monochrome -;60
786-2505-00103;27-May-25;13100702030001;GD Siqnature Campur;37.5
786-2505-00103;27-May-25;27999108090001;Gajah Duduk Kembang Cabut Warna;150
786-2505-00103;27-May-25;27900707210001;GD Mika Dp Monochrome Campur;20
786-2505-00104;28-May-25;27977707540001;GD Asia Nusantara Kembang Classic;255
786-2505-00104;28-May-25;27901007530001;GD Asia Nusantara Duplex Donggala;40
786-2505-00104;28-May-25;27902107530001;GD Asia Nusantara Duplex Manggis;200
786-2505-00105;28-May-25;27980008110001;GD Asia Nusantara Kembang Batik Batik;225
786-2505-00105;28-May-25;13100702030001;GD Siqnature Campur;97.5
786-2505-00105;28-May-25;86300007860001;GD 5000 Exclusive Monochrome -;7.5
786-2505-00106;28-May-25;27977707530001;GD Asia Nusantara Duplex Classic;160
786-2505-00107;28-May-25;27977707540001;GD Asia Nusantara Kembang Classic;495
786-2505-00108;28-May-25;23284507890001;GD Serumpun Monochrome Royale Motif;20
786-2505-00108;28-May-25;27923207140001;GD 4MOTIF BLACK & WHITE Black & White;150
786-2505-00108;28-May-25;27900007920001;GD Sakura Monochrome -;30
786-2505-00108;28-May-25;91400008080001;GD Ultimate Premium Silky Monochrome -;12.5
786-2505-00108;28-May-25;279132207150001;GD 4MOTIF MULTICOLOUR MULTY COLOUR;15
786-2505-00108;28-May-25;279160407530001;GD Asia Nusantara Duplex Sumbu Mas;50
786-2505-00108;28-May-25;27901007530001;GD Asia Nusantara Duplex Donggala;40
786-2505-00108;28-May-25;279161007530001;GD Asia Nusantara Duplex Kembang Catur;30
786-2505-00108;28-May-25;27981807150001;GD 4MOTIF MULTICOLOUR Diamond Black Series;10
786-2505-00109;28-May-25;27977707530001;GD Asia Nusantara Duplex Classic;160
786-2505-00110;29-May-25;279150807540001;GD Asia Nusantara Kembang Minang;20
786-2505-00110;29-May-25;27977707540001;GD Asia Nusantara Kembang Classic;285
786-2505-00110;29-May-25;27979507530001;GD Asia Nusantara Duplex Pure White Tumpal;50
786-2505-00110;29-May-25;27980008110001;GD Asia Nusantara Kembang Batik Batik;110
786-2505-00110;29-May-25;27979502840001;GD Asia Dp Pure White Tumpal;30
786-2505-00111;29-May-25;279122707030001;GD ASIA POLOS TUMPAL KEMBANG Tumpal Kembang;20
786-2505-00111;29-May-25;27978507540001;GD Asia Nusantara Kembang Bugis;20
786-2505-00111;29-May-25;27977707530001;GD Asia Nusantara Duplex Classic;10
786-2505-00111;29-May-25;27902107530001;GD Asia Nusantara Duplex Manggis;145
786-2505-00111;29-May-25;27977707540001;GD Asia Nusantara Kembang Classic;210
786-2505-00111;29-May-25;27980008110001;GD Asia Nusantara Kembang Batik Batik;5
786-2505-00111;29-May-25;27972507540001;GD Asia Nusantara Kembang Black Series;40
786-2505-00112;29-May-25;27999108230001;GD Prima Kembang Monochrome Cabut Warna;75
786-2505-00112;29-May-25;86300007860001;GD 5000 Exclusive Monochrome -;37.5
786-2505-00113;29-May-25;279135907530001;GD Asia Nusantara Duplex Etnic;60
786-2505-00113;29-May-25;27980008110001;GD Asia Nusantara Kembang Batik Batik;35
786-2505-00113;29-May-25;27977707530001;GD Asia Nusantara Duplex Classic;125
786-2505-00113;29-May-25;27977707540001;GD Asia Nusantara Kembang Classic;230
786-2505-00113;29-May-25;27972507540001;GD Asia Nusantara Kembang Black Series;45
786-2505-00114;29-May-25;27977707530001;GD Asia Nusantara Duplex Classic;155
786-2505-00114;29-May-25;279161007530001;GD Asia Nusantara Duplex Kembang Catur;25
786-2505-00114;29-May-25;27978507540001;GD Asia Nusantara Kembang Bugis;15
786-2505-00114;29-May-25;23200007230001;GD Ambarout Kembang Monochrome -;20
786-2505-00114;29-May-25;86300007860001;GD 5000 Exclusive Monochrome -;12.5
786-2505-00114;29-May-25;91500007990001;Manara Kuala Lumpur Monochrome -;12.5
786-2505-00114;29-May-25;91400008080001;GD Ultimate Premium Silky Monochrome -;10
786-2505-00114;29-May-25;13100702030001;GD Siqnature Campur;5
786-2505-00114;29-May-25;279132207150001;GD 4MOTIF MULTICOLOUR MULTY COLOUR;60
786-2505-00114;29-May-25;27923207140001;GD 4MOTIF BLACK & WHITE Black & White;25
786-2505-00114;29-May-25;27999108230001;GD Prima Kembang Monochrome Cabut Warna;25
786-2505-00115;30-May-25;27977707540001;GD Asia Nusantara Kembang Classic;410
786-2505-00115;30-May-25;27980008110001;GD Asia Nusantara Kembang Batik Batik;85
786-2505-00116;30-May-25;279161007530001;GD Asia Nusantara Duplex Kembang Catur;60
786-2505-00116;30-May-25;27972504650001;GD Asia Kembang Black Series;10
786-2505-00116;30-May-25;27902107530001;GD Asia Nusantara Duplex Manggis;80
786-2505-00116;30-May-25;27977707540001;GD Asia Nusantara Kembang Classic;120
786-2505-00116;30-May-25;27980008110001;GD Asia Nusantara Kembang Batik Batik;10
786-2505-00116;30-May-25;27901007530001;GD Asia Nusantara Duplex Donggala;40
786-2505-00116;30-May-25;27978507540001;GD Asia Nusantara Kembang Bugis;25
786-2505-00116;30-May-25;27977707530001;GD Asia Nusantara Duplex Classic;80
786-2505-00116;30-May-25;27972507540001;GD Asia Nusantara Kembang Black Series;25
786-2505-00118;30-May-25;27923207140001;GD 4MOTIF BLACK & WHITE Black & White;25
786-2505-00118;30-May-25;279132207150001;GD 4MOTIF MULTICOLOUR MULTY COLOUR;35
786-2505-00118;30-May-25;13100702030001;GD Siqnature Campur;22.5
786-2505-00118;30-May-25;23284507890001;GD Serumpun Monochrome Royale Motif;5
786-2505-00118;30-May-25;27984808010001;GD Royal Sulam Bordir;20
786-2505-00118;30-May-25;91400008080001;GD Ultimate Premium Silky Monochrome -;20
786-2505-00118;30-May-25;27901007530001;GD Asia Nusantara Duplex Donggala;40
786-2505-00118;30-May-25;279160807530001;GD Asia Nusantara Duplex Madras Deli;70
786-2505-00118;30-May-25;91500007990001;Manara Kuala Lumpur Monochrome -;7.5
786-2505-00118;30-May-25;27999108230001;GD Prima Kembang Monochrome Cabut Warna;20
786-2505-00118;30-May-25;279160707530001;GD Asia Nusantara Duplex Cakrawala Mas;50
786-2505-00118;30-May-25;27977707530001;GD Asia Nusantara Duplex Classic;20
786-2505-00118;30-May-25;86300007860001;GD 5000 Exclusive Monochrome -;2.5
786-2505-00117;30-May-25;27977707540001;GD Asia Nusantara Kembang Classic;170
786-2505-00117;30-May-25;27972504650001;GD Asia Kembang Black Series;5
786-2505-00117;30-May-25;27977707530001;GD Asia Nusantara Duplex Classic;170
786-2505-00117;30-May-25;27978408120001;GD Asia Nusantara Kembang Atjeh Atjeh;30
786-2505-00117;30-May-25;279160108300001;GD Asia Polos Tumpal Kembang Tumpal Border;50
786-2505-00117;30-May-25;27980008110001;GD Asia Nusantara Kembang Batik Batik;15
786-2505-00117;30-May-25;27979407530001;GD Asia Nusantara Duplex Deep Black Tumpal;40
786-2505-00117;30-May-25;27972507540001;GD Asia Nusantara Kembang Black Series;15
786-2505-00119;30-May-25;89300001220001;GD 5000 Exclusive -;5
786-2505-00119;30-May-25;88700007870001;GD 7000 Exclusive Monochrome -;5
786-2505-00119;30-May-25;27973807240001;GD Mika Kembang Monochrome CW 2 WARNA;5
786-2505-00119;30-May-25;27999108230001;GD Prima Kembang Monochrome Cabut Warna;5
786-2505-00119;30-May-25;27977707540001;GD Asia Nusantara Kembang Classic;10
786-2505-00119;30-May-25;27900007840001;GD 4000 Spesial Monochrome -;15
786-2505-00122;31-May-25;27977707540001;GD Asia Nusantara Kembang Classic;320
786-2505-00122;31-May-25;27980008110001;GD Asia Nusantara Kembang Batik Batik;90
786-2505-00122;31-May-25;27902107530001;GD Asia Nusantara Duplex Manggis;20
786-2505-00122;31-May-25;27979407530001;GD Asia Nusantara Duplex Deep Black Tumpal;60
786-2505-00123;31-May-25;23200004130001;GD Ragam Motif -;0.05
786-2505-00123;31-May-25;84500003040001;GD Warisan PPC -;0.05
786-2505-00123;31-May-25;64100700550001;GD Songket Campur;0.05
786-2505-00123;31-May-25;02100700540007;GD Mutiara Campur;0.05
786-2505-00123;31-May-25;89300001220001;GD 5000 Exclusive -;0.1
